id	logFC	entrezID
SVIL	-0.504408255555552	6840
TTBK2	0.873946946031746	146057
ZNF148	0.663814669841273	7707
OLA1	0.834359830158739	29789
UBFD1	0.604001306349205	56061
UTRN	-0.556275863492066	7402
RASA3	-0.792851946031742	22821
NADK	-0.599686073015871	65220
NDUFA4	1.7458818952381	4697
VAMP2	-0.615883777777775	6844
MRPS15	0.615709890476196	64960
G6PD	-0.88555400634921	2539
ATP2A3	-0.667413952380956	489
RPS10	0.798369260317459	6204
GALNT11	0.515423404761902	63917
GSN	-0.686011420634923	2934
SLC6A6	-0.598097138095234	6533
RPS10L	0.861555488888886	NA
ABR	-0.533264153968247	29
GSTO1	0.748808496825401	9446
NTAN1	0.689708117460315	123803
RNF44	-0.673160668253967	22838
UBL5	0.799663098412701	59286
GANAB	-0.529218960317458	23193
ARID3A	-0.705025884126982	1820
RPLP0	0.67539005873016	6175
CXorf21	0.529729600000003	NA
TRANK1	-0.699155125396823	9881
DENND1B	0.825949273015871	163486
RBM41	0.516195901587299	55285
ZFP36	-0.53274474920635	7538
RBX1	1.1567907047619	9978
PRPF8	-0.586436593650784	10594
CCDC15	0.55489260952381	80071
FAM63B	0.506849617460317	NA
ADAM8	-0.761249134920634	101
SIRPA	-0.575836799999996	140885
ATP6V1G1	1.01014142857143	9550
RPS15A	1.51993276825396	6210
NOTCH1	-0.575705868253964	4851
ARHGAP17	-0.501904492063487	55114
CD48	0.851050644444449	962
LY96	1.30998196984127	23643
RSRC1	0.752362612698417	51319
LYRM2	0.870575474603175	57226
SMURF2	0.615638957142856	64750
ARHGDIA	-0.581347865079357	396
RAPGEF1	-0.502487130158733	2889
SLC26A2	0.742061180952382	1836
PRKCSH	-0.538128553968257	5589
CD37	-0.678877771428574	951
EVI2A	2.1559596015873	2123
CD52	1.23150013015874	1043
COX6A1	0.641070698412697	1337
LSM14B	-0.506637596825395	149986
RPS21	0.720243425396824	6227
RPL35	1.23610798095239	11224
MRPS31	0.748799807936508	10240
NCOA6	-0.612240715873012	23054
LGALS3	0.756425533333335	3958
CYTH4	-0.549079560317461	27128
NDUFA7	0.56072550952381	4701
PI4KA	-0.540845973015868	5297
TMBIM4	0.531720087301585	51643
PLEC	-0.81659831111111	5339
ANKFY1	-0.546982303174604	51479
NANS	0.503021247619051	54187
AGO3	0.698488411111112	192669
IGF2R	-0.840376163492063	3482
SCAF11	0.68571676031746	9169
LGALS1	0.611017768253973	3956
COPG1	-0.615299615873015	22820
PNP	0.800069717460316	4860
CCNL2	-0.502570604761909	81669
PTPN4	0.852574161904768	5775
FAU	0.627973065079367	2197
HIST1H4J	0.752496407936507	NA
DDX21	-0.757586573015875	9188
KLHDC10	0.580587209523813	23008
ZNF22	0.967588741269846	7570
RHOB	-0.55126456031746	388
SLC25A36	0.835543125396823	55186
PLXDC2	0.740455398412703	84898
GTPBP8	0.58572538095238	29083
FLJ10038	0.565117899999999	NA
SPI1	-0.711992731746024	6688
CLPTM1	-0.511061476190473	1209
MRPL13	0.990587563492065	28998
COX20	0.581412714285715	116228
CSF3R	-0.672855777777778	1441
GCHFR	0.515125444444447	2644
SLC16A7	0.805103253968253	9194
GPR171	0.83139806984126	29909
LPAR6	1.4239612063492	10161
UGCG	0.601125322222225	7357
NGRN	0.510301092063495	51335
SREK1IP1	0.900524128571429	285672
CTSO	0.531328160317461	1519
HNRNPA0	-0.514142907936513	10949
RPL30	0.841350415873015	6156
EID1	0.745386703174606	23741
RPL39	1.42062156666666	6170
SH2B2	-0.608829230158724	10603
MTMR3	-0.55379065873016	8897
IGFBP7	0.507800211111117	3490
ZMIZ1	-0.731218841269838	57178
TMEM260	0.723996996825397	54916
HGS	-0.518566165079362	9146
COX7A2	1.26981562539683	1347
SPIN1	0.704496726984128	10927
RORA	0.868993326984125	6095
SNORA21	0.746455422222224	619505
RPS29	0.926654247619048	6235
FAM169A	0.761209187301587	26049
HAX1	0.551529012698413	10456
C11orf73	0.719045130158731	NA
PDCD10	1.29743527936508	11235
FKBP1B	1.01460797619048	2281
ATP6V1A	-1.04677677777778	523
EHBP1L1	-0.582528441269842	254102
RTP4	0.627923312698414	64108
VAMP8	0.649533630158725	8673
MPC2	0.64534594920635	25874
CKS2	1.00381605396825	1164
ZFP36L2	-0.640271152380949	678
ATP5E	0.816969769841272	NA
STIP1	-0.763078590476187	10963
CD6	-0.634485999999999	923
C14orf2	1.13256124126984	NA
PIK3R1	0.684889760317459	5295
PRDX4	0.901542495238099	10549
CRBN	0.663725088888887	51185
RPL41	1.05022830634922	6171
ATP5L	0.722935374603185	NA
NDUFA6	0.69976004920635	4700
ACTN1	-0.552499558730156	87
UBA1	-0.612282890476191	7317
RPS27L	1.26115094603175	51065
PTCD2	0.591613620634922	79810
POLR1D	0.780164047619049	51082
RPS27	1.01470337619048	6232
LSM1	0.682015792063494	27257
FLOT2	-0.645499414285711	2319
COX7C	1.17073958730159	1350
TIMM8B	0.832602534920633	26521
HIGD1A	0.665750809523816	25994
FCGR1B	1.02360045873016	NA
HBD	1.14928088095238	c("3045", "100187828")
RPS18	0.698234179365084	6222
MYC	-0.604027304761898	4609
LONRF1	0.573978496825396	91694
ZNF271	0.759135726984121	NA
METTL9	0.689113652380954	51108
PAK1IP1	0.506179293650791	55003
TMEM259	-0.652842058730155	91304
INPP4B	0.624530317460318	8821
SOWAHC	0.536877226984126	65124
ZNF430	0.664613358730161	80264
OGDH	-0.515482561904763	4967
AHSP	1.2937013968254	51327
RPL15	0.568047284126987	6138
CD244	0.5178460968254	51744
RPS7	1.65626530793651	6201
NME6	0.516748996825401	10201
NDUFB1	0.721965157142862	4707
PSMB7	0.549363580952386	5695
NFAT5	0.883302809523809	10725
ULK1	-0.501887644444446	8408
DNAJC15	1.05998894444445	29103
BCOR	-0.545718099999993	54880
ATRAID	0.517390047619052	51374
DENND3	-0.539484330158727	22898
DRG1	0.579693996825398	4733
CCNT1	0.723066906349206	904
RPL34	1.34587977777778	6164
GZMK	0.871870190476191	3003
GYPA	0.840195566666667	2993
PSMC2	0.544372763492067	5701
ZWILCH	0.689516257142856	55055
TMEM14B	0.706182938095239	81853
CHCHD2	0.661022590476193	51142
ARL4A	0.550933688888889	10124
MRPL11	0.57279086825397	65003
NDUFB6	0.553155546031745	4712
HMBS	0.745208385714287	3145
RSL24D1	1.40239439523809	51187
MSL2	-0.589198350793657	55167
CCDC53	0.575153192063495	NA
MS4A4A	1.21306752857143	51338
FLNA	-0.648806488888889	2316
LITAF	-0.528826842857134	9516
METAP2	0.642507480952379	10988
XK	1.63316845396825	7504
SMC5	0.548809982539688	23137
MXD1	-0.848641642857142	4084
PPA2	0.869420642857144	27068
COX7B	1.27104143174603	1349
HINT1	1.15367125555555	3094
RPL31	0.9235880968254	6160
LOC100129361	0.5297923968254	NA
ZNF136	0.590095203174604	7695
RPL24	0.84773961428572	6152
MRPL33	0.548909696825401	9553
CR2	-0.572094126984128	1380
TMA7	0.628445307936508	51372
IGSF6	0.703186395238092	10261
APBB1IP	-0.92554257142857	54518
GLRX	0.78519305873016	2745
PTER	0.754831007936509	9317
MED13	0.508137392063498	9969
PFDN5	1.12153747142857	5204
CNIH4	1.09371167777778	29097
TFDP2	0.515548992063491	7029
GRN	-0.50189827301587	2896
HMGB1	0.659572144444448	3146
MRPL15	0.858399214285718	29088
RWDD1	0.890959012698416	51389
STAT3	-0.538148244444443	6774
FIS1	0.667164512698415	51024
SDF4	-0.576945350793649	51150
SLIRP	0.798111142857146	81892
TXNDC9	1.06445885714286	10190
TRAK2	0.755443087301591	66008
CKLF	0.646106106349208	51192
COX6C	0.701018217460318	1345
PLEKHA1	0.533936698412699	59338
COMMD8	1.26914184920635	54951
XAF1	0.808661469841271	54739
STX8	0.579373112698418	9482
SRRM2	-0.579342938095243	23524
GNA13	-0.622509325396826	10672
THOC7	0.626184412698416	80145
LEPROT	0.529886692063489	54741
LTBP3	-0.680145936507935	4054
DPM3	0.510361893650796	54344
ETFA	0.584648092063494	2108
ACTN4	-0.561101423809525	81
POLR2K	0.986740085714284	5440
SSR2	0.517577209523814	6746
RPS24	1.26555856984127	6229
CLIC1	0.795373014285722	1192
CD7	-0.598899393650793	924
CREG1	0.866219134920639	8804
ALG5	0.568742866666664	29880
HOPX	0.744167053968262	84525
TPRKB	0.592746450793651	51002
C11orf57	0.607891460317461	NA
TSPAN5	0.912231461904765	10098
TLE3	-0.527837092063487	7090
RPL6	0.525250417460319	6128
ACP1	0.567735565079365	52
MRPL19	0.566333423809526	9801
UFL1	0.853618474603175	23376
OPTN	0.523816866666666	10133
THRAP3	-0.516297336507932	9967
SNRPD2	1.19527504761905	6633
CCDC59	0.516979931746035	29080
ISCA1	0.88734905555555	81689
MRPS33	0.693915747619052	51650
POMP	0.586266028571428	51371
TRIAP1	0.630126966666667	51499
CCDC176	1.11622107142857	NA
ANXA1	1.11222832857143	301
KIF1B	-0.538128711111108	23095
RNF24	-0.617410442857141	11237
AP1S2	0.619017606349209	8905
CCNB1IP1	0.521520669841269	57820
GZMA	0.904684092063492	3001
MCUR1	0.511707520634921	63933
CLEC2B	0.989480879365081	9976
FLI1	-0.716470538095235	2313
BLVRB	0.589475461904765	645
PTGDR	0.51309473015873	5729
SERPINE2	-0.511285514285714	5270
CA1	0.741307063492065	759
ITM2A	0.752035130158736	9452
MYL12B	0.517422325396828	103910
COPS2	0.936772585714287	9318
ZBTB38	0.61953551904762	253461
PDIA3	-0.522913817460315	2923
SNAPC1	0.550718677777777	6617
CD3E	-0.518678163492064	916
USP1	0.84388633015873	7398
ARL6IP5	0.552729046031757	10550
C3orf14	0.609932917460321	57415
GYPB	0.88069545079365	2994
CDC37	-0.598154163492065	11140
TRAT1	1.05192394920635	50852
CXCR2	-0.500573373015872	3579
ZBTB18	-0.510110363492063	10472
CLIC2	0.833154341269839	1193
GNG11	0.731971225396824	2791
RPL7	1.20075219047619	6129
NUP153	-0.518641861904765	9972
ZYX	-0.596278219047621	7791
TEFM	0.510518446031749	79736
BRD1	-0.502193322222224	23774
TNFSF10	0.624087092063496	8743
HK2	-0.634409687301586	3099
FPR2	-0.862605604761898	2358
NDUFB2	0.709535295238092	4708
RPS17	1.05989283333333	6218
ATP5C1	0.836829952380949	NA
SAR1B	0.800908622222225	51128
CGRRF1	0.661523492063492	10668
IGHM	-0.590845755555554	3507
AZI2	0.50798985714286	64343
UQCRQ	1.20896381269842	27089
SOD1	0.540182190476191	6647
PPBP	0.886099969841275	5473
PJA2	0.6747392936508	9867
NBEAL2	-0.506930447619046	23218
AGPAT5	0.587256922222223	55326
CD3D	0.705247822222226	915
KIAA0247	-0.573619415873011	NA
GLRX5	0.805207533333334	51218
AKR1C3	0.987601292063492	8644
COPS5	0.55176015873016	10987
FOS	-0.742595450793649	2353
VRK1	0.642483195238094	7443
PYROXD1	0.758415628571431	79912
RPL11	0.51326628730159	6135
COMMD3	0.532643604761914	23412
C9orf78	0.651269973015872	51759
VTI1B	0.518235146031749	10490
MRPL22	0.601870296825395	29093
SEP15	0.568707838095241	NA
UBE2W	0.761816626984125	55284
NDUFA5	0.625119442857144	4698
ATG2B	-0.591522533333331	55102
BPGM	1.25188837460318	669
ITGA6	-0.549712271428579	3655
ZBTB44	0.518387966666671	29068
MYL6B	0.502585257142861	140465
PSMA2	0.857229836507933	5683
KTN1	0.672976782539686	3895
ICT1	0.522793049206352	NA
PSMD14	0.509827579365082	10213
ACAT1	0.62184743968254	38
COMMD10	0.571774333333334	51397
IGK	-0.545426280952383	50802
TBPL1	0.5473397952381	9519
NR1D2	0.868573892063493	9975
SNX4	0.620942230158727	8723
CD69	0.851278757142859	969
USP12	0.5083251015873	219333
SNX3	0.553863247619047	8724
BCL6	-0.698758869841267	604
CAPZA1	0.750461387301581	829
DNAJB14	0.931393163492064	79982
PMAIP1	0.706208634920637	5366
C12orf29	0.869282044444445	91298
S100A12	1.04636392222223	6283
NUP37	0.577262628571433	79023
SUZ12	0.744922561904758	23512
SS18L2	0.52494033809524	51188
RMDN1	0.512680625396825	51115
TNFAIP6	1.01319471111111	7130
CMC2	0.518205920634921	56942
ATP5J	0.640043063492056	NA
TANK	0.505532177777781	10010
FECH	1.03499388888889	2235
MKRN1	0.551834457142855	23608
MXI1	0.638860142857137	4601
UQCRB	0.742786501587304	7381
HIRA	-0.587365938095237	7290
ADPRM	0.560718438095239	56985
SGK1	-0.534026415873015	6446
GNG10	0.755358469841271	2790
MTHFD2	0.839082861904761	10797
SEC62	0.586156485714286	7095
IL7	0.51588198095238	3574
NUCB1	-0.635780350793647	4924
PLEK2	0.75937785714286	26499
RNASE6	0.52668081111112	6039
MANSC1	-0.513332753968259	54682
MRPL3	0.916164804761905	11222
RGCC	0.554200133333335	28984
RNASE2	0.894504249206346	6036
GPR183	0.728771549206352	1880
NAT1	0.693764304761906	9
ALPL	-0.700942252380955	249
CLC	1.05707761428572	1178
GTF2H5	0.82008630793651	404672
MYL4	0.662144493650802	4635
ANAPC10	0.51920375079365	10393
DPM2	0.544809957142862	8818
NAA15	0.731602926984128	80155
ZNF217	-0.572324750793651	7764
BCL2A1	1.16014510317461	597
TMCO1	0.669049723809531	54499
RPF1	0.535496758730158	80135
MCTS1	0.797361412698416	28985
KRR1	0.55884365079365	11103
EMG1	0.585922831746034	10436
ZCCHC10	0.843663933333334	54819
SRRD	0.662501384126983	402055
SLPI	0.862751534920642	6590
TTC33	0.69422320793651	23548
PRKAR1A	-0.607882747619044	5573
ATP5O	0.578398788888896	NA
BNIP3L	0.616158363492062	665
SNRPG	0.912814633333333	6637
PPIG	0.518112726984127	9360
HBQ1	0.672292782539683	3049
COPS4	0.736145312698414	51138
IRS2	-0.534339420634922	8660
FCRL2	-0.507604277777778	79368
RPL26L1	0.621249338095236	51121
S100A8	0.589838046031749	6279
CYP4F3	-0.64624634126984	4051
PPA1	0.519903636507935	5464
UCHL3	0.62488243015873	7347
EIF3E	0.888913061904764	3646
YPEL5	0.616548455555561	51646
RPS27A	0.623749198412691	6233
RPA3	0.674614541269844	6119
TAX1BP1	0.610485171428574	8887
TMEM106B	0.688665425396829	54664
ABCG2	0.691870534920632	9429
CCT2	0.722178571428573	10576
SLC14A1	0.713178022222222	6563
MRPL40	0.572063074603176	64976
MGAM	-0.690665207936499	8972
EIF1AX	0.57578058730159	1964
SSB	0.529769301587305	6741
RECQL	0.590676346031749	5965
OSBPL8	0.723694368253971	114882
DYNLT3	0.799112525396827	6990
NME1	0.560549330158729	4830
EML4	-0.566461626984128	27436
PIGK	0.769801444444448	10026
SNCA	0.679271923809534	6622
ZNF292	0.765384112698413	23036
RNF11	0.892660822222222	26994
NXT2	0.521530165079366	55916
ZNF654	0.78466938730159	55279
SNAP23	-0.656159533333334	8773
PADI2	-0.512418687301585	11240
RPL37	0.619359395238098	6167
DYSF	-0.510411123809515	8291
CRIPT	0.538444922222223	9419
SRSF11	0.561197193650795	9295
GPR18	0.564634036507934	2841
DNAJB9	0.501359107936514	4189
ZNHIT3	0.703571536507939	9326
TSPO2	0.562021515873012	222642
CHI3L1	-0.618519531746031	1116
PPID	-0.662561322222224	5481
NRIP1	0.683561990476192	8204
ATP5F1	0.695536206349214	NA
IFI27	1.34832501428571	3429
STAG2	0.572058288888886	10735
OXR1	0.83151067777778	55074
VAMP7	0.647004895238092	6845
FKBP5	-0.625173687301587	2289
CETN2	0.519116958730161	1069
ERH	0.576238447619051	2079
MRPS28	0.639781780952379	28957
HP	0.510781968253968	3240
ADAMTS5	0.5376601968254	11096
RPS25	0.580452688888899	6230
CHMP5	0.62018671904762	51510
CSTA	1.10580377936508	1475
RB1CC1	0.688899111111112	9821
PDGFD	0.517127346031748	80310
MOSPD1	0.5195122968254	56180
P2RY14	0.69058462222222	9934
ANPEP	-0.506441234920633	290
EPB42	0.655693650793649	2038
RCN2	0.520664947619047	5955
NSA2	0.569752620634928	10412
SELENBP1	0.653927658730167	8991
LAIR2	0.736197042857147	3904
PEX2	0.658382225396826	5828
PSMA4	0.726482907936507	5685
ASF1A	0.50747867301587	25842
ERGIC2	0.553957084126982	51290
IFIT5	0.639706804761905	24138
SRP14	0.504326165079361	6727
TRIM23	0.515801211111112	373
GZMH	0.84157478571429	2999
KRT1	0.914963066666667	3848
CYCS	0.521851717460315	54205
NOP10	0.538784084126986	55505
EIF2S3	-0.728903906349208	1968
MMP9	-0.753214804761907	4318
NUCB2	0.561259661904759	4925
RP3-507I15.1	0.621366707936509	NA
KLRB1	0.729896988888889	3820
ST8SIA4	-0.568283287301584	7903
FAM46C	0.571073307936509	NA
TFEC	0.740920711111113	22797
PSMD10	0.552835706349208	5716
MDH1	0.536081747619058	4190
DCUN1D1	0.631173488888888	54165
HDC	-0.500944709523809	3067
ASAP1-IT1	0.505499420634924	29065
SUB1	0.741902792063493	10923
CASP3	0.587315552380955	836
GPR65	0.755082476190477	8477
PRKACB	0.686701374603174	5567
SIAH2	0.576356128571424	6478
CAPZA2	0.699644953968255	830
KLF1	0.636114601587307	10661
KLRC3	0.564073452380953	3823
ANKRD46	0.576382787301588	157567
FHL2	0.519554971428574	2274
YOD1	0.745185261904759	55432
NDUFB3	0.565792728571431	4709
HAT1	0.807717233333334	8520
CD2AP	0.598168188888891	23607
ACTR6	0.608216688888888	64431
DBI	0.699570939682542	1622
CTNNAL1	0.582453582539683	8727
MARCH1	0.719666506349206	NA
TMOD1	0.605541236507936	7111
HSP90AA1	0.644418882539684	3320
CEBPZ	0.532519682539678	10153
DNAJA1	0.510185638095241	3301
RPL36AL	0.585604039682542	6166
TRIM58	0.631895673015878	25893
TMCC2	0.507310560317464	9911
ARG1	0.688365201587301	383
ZNF12	0.531768904761901	7559
ALAS2	0.518898204761907	212
NUPL1	0.500122853968257	NA
KLRF1	0.600109306349204	51348
MCTP1	0.697588022222223	79772
IFIT1	0.866834665079366	3434
KAT2B	0.540893468253973	8850
VBP1	0.510532784126985	7411
TMEM126B	0.544703774603179	55863
TAF7	0.542646568253971	6879
NDUFA1	0.57284094126984	4694
GMPR	0.544624557142852	2766
CCNG2	-0.608098387301586	901
WLS	-0.542918514285708	79971
ANXA3	0.728807011111114	306
SRP9	0.599886961904764	6726
NOC3L	0.544860300000002	64318
ZNF267	0.659177687301586	10308
GMFB	0.523430109523811	2764
MYBL1	0.64679782380953	4603
PDZK1IP1	0.508301446031748	10158
MXRA7	0.534812952380955	439921
ISG15	0.519063353968257	9636
SAMSN1	0.559658742857145	64092
TMX1	0.547363112698411	81542
CD46	-0.501338576190475	4179
RSAD2	0.682622366666669	91543
PSMC6	0.648699012698412	5706
RPS23	0.607787495238096	6228
BIRC2	0.537792644444444	329
C4BPA	0.514333712698418	722
IFI44L	0.652976673015875	10964
PF4V1	0.58551782380952	5197
LAMTOR3	0.558869649206355	8649
JMJD1C	-0.534151926984118	221037
ERAP2	0.567014831746034	64167
MYOM2	0.607305217460314	9172
KDM5D	-0.89399119047619	8284
